"Time","Date","Min.Delay","Hour"
16H 47M 0S,2022-02-23,10,16
16H 51M 0S,2022-02-23,12,16
16H 57M 0S,2022-02-23,10,16
17H 1M 0S,2022-02-23,7,17
17H 1M 0S,2022-02-23,23,17
17H 3M 0S,2022-02-23,10,17
17H 8M 0S,2022-02-23,11,17
17H 8M 0S,2022-02-23,16,17
17H 22M 0S,2022-02-23,25,17
17H 26M 0S,2022-02-23,6,17
17H 31M 0S,2022-02-23,23,17
17H 31M 0S,2022-02-23,30,17
17H 33M 0S,2022-02-23,5,17
17H 37M 0S,2022-02-23,26,17
17H 42M 0S,2022-02-23,12,17
17H 43M 0S,2022-02-23,16,17
17H 58M 0S,2022-02-23,23,17
18H 1M 0S,2022-02-23,30,18
18H 10M 0S,2022-02-23,8,18
18H 11M 0S,2022-02-23,9,18
18H 12M 0S,2022-02-23,12,18
18H 31M 0S,2022-02-23,22,18
18H 46M 0S,2022-02-23,11,18
19H 3M 0S,2022-02-23,26,19
19H 4M 0S,2022-02-23,18,19
19H 6M 0S,2022-02-23,20,19
19H 17M 0S,2022-02-23,10,19
19H 18M 0S,2022-02-23,24,19
19H 23M 0S,2022-02-23,21,19
19H 28M 0S,2022-02-23,26,19
19H 34M 0S,2022-02-23,20,19
19H 39M 0S,2022-02-23,6,19
19H 46M 0S,2022-02-23,21,19
19H 47M 0S,2022-02-23,20,19
20H 8M 0S,2022-02-23,17,20
20H 12M 0S,2022-02-23,20,20
20H 30M 0S,2022-02-23,26,20
21H 10M 0S,2022-02-23,9,21
21H 20M 0S,2022-02-23,8,21
21H 31M 0S,2022-02-23,8,21
21H 56M 0S,2022-02-23,13,21
22H 4M 0S,2022-02-23,16,22
22H 9M 0S,2022-02-23,10,22
22H 11M 0S,2022-02-23,20,22
22H 14M 0S,2022-02-23,20,22
22H 43M 0S,2022-02-23,19,22
23H 24M 0S,2022-02-23,11,23
23H 51M 0S,2022-02-23,10,23
6M 0S,2022-02-23,30,0
44M 0S,2022-02-23,20,0
1H 6M 0S,2022-02-23,10,1
1H 45M 0S,2022-02-23,30,1
2H 50M 0S,2022-02-24,30,2
3H 24M 0S,2022-02-24,30,3
3H 54M 0S,2022-02-24,30,3
4H 20M 0S,2022-02-24,15,4
5H 11M 0S,2022-02-24,20,5
5H 24M 0S,2022-02-24,19,5
5H 27M 0S,2022-02-24,32,5
5H 43M 0S,2022-02-24,10,5
5H 53M 0S,2022-02-24,30,5
6H 8M 0S,2022-02-24,9,6
6H 8M 0S,2022-02-24,10,6
6H 16M 0S,2022-02-24,20,6
6H 18M 0S,2022-02-24,14,6
6H 24M 0S,2022-02-24,5,6
6H 27M 0S,2022-02-24,17,6
6H 32M 0S,2022-02-24,9,6
6H 35M 0S,2022-02-24,10,6
6H 40M 0S,2022-02-24,18,6
6H 53M 0S,2022-02-24,8,6
7H 6M 0S,2022-02-24,18,7
7H 19M 0S,2022-02-24,9,7
7H 25M 0S,2022-02-24,7,7
7H 34M 0S,2022-02-24,15,7
8H 16M 0S,2022-02-24,10,8
8H 18M 0S,2022-02-24,15,8
8H 24M 0S,2022-02-24,30,8
8H 30M 0S,2022-02-24,27,8
8H 32M 0S,2022-02-24,12,8
8H 33M 0S,2022-02-24,40,8
8H 45M 0S,2022-02-24,4,8
8H 48M 0S,2022-02-24,6,8
8H 57M 0S,2022-02-24,13,8
9H 7M 0S,2022-02-24,30,9
9H 31M 0S,2022-02-24,10,9
9H 34M 0S,2022-02-24,10,9
9H 41M 0S,2022-02-24,30,9
9H 51M 0S,2022-02-24,10,9
9H 52M 0S,2022-02-24,18,9
10H 12M 0S,2022-02-24,5,10
10H 16M 0S,2022-02-24,9,10
10H 28M 0S,2022-02-24,7,10
10H 47M 0S,2022-02-24,9,10
10H 49M 0S,2022-02-24,20,10
10H 59M 0S,2022-02-24,5,10
11H 5M 0S,2022-02-24,8,11
11H 36M 0S,2022-02-24,9,11
11H 41M 0S,2022-02-24,44,11
11H 49M 0S,2022-02-24,12,11
11H 55M 0S,2022-02-24,9,11
12H 1M 0S,2022-02-24,14,12
12H 4M 0S,2022-02-24,17,12
12H 7M 0S,2022-02-24,5,12
12H 11M 0S,2022-02-24,52,12
12H 30M 0S,2022-02-24,12,12
12H 39M 0S,2022-02-24,25,12
12H 52M 0S,2022-02-24,20,12
12H 53M 0S,2022-02-24,18,12
13H 40M 0S,2022-02-24,8,13
13H 41M 0S,2022-02-24,7,13
13H 41M 0S,2022-02-24,40,13
13H 52M 0S,2022-02-24,25,13
14H 5M 0S,2022-02-24,9,14
14H 14M 0S,2022-02-24,12,14
14H 24M 0S,2022-02-24,30,14
14H 29M 0S,2022-02-24,40,14
14H 30M 0S,2022-02-24,25,14
14H 31M 0S,2022-02-24,15,14
14H 32M 0S,2022-02-24,6,14
14H 35M 0S,2022-02-24,30,14
14H 42M 0S,2022-02-24,26,14
14H 45M 0S,2022-02-24,9,14
14H 55M 0S,2022-02-24,8,14
14H 58M 0S,2022-02-24,10,14
15H 1M 0S,2022-02-24,9,15
15H 7M 0S,2022-02-24,20,15
15H 12M 0S,2022-02-24,20,15
15H 21M 0S,2022-02-24,15,15
15H 22M 0S,2022-02-24,5,15
15H 35M 0S,2022-02-24,10,15
15H 47M 0S,2022-02-24,11,15
15H 50M 0S,2022-02-24,15,15
15H 51M 0S,2022-02-24,17,15
16H 14M 0S,2022-02-24,12,16
16H 23M 0S,2022-02-24,12,16
16H 33M 0S,2022-02-24,24,16
16H 39M 0S,2022-02-24,10,16
16H 52M 0S,2022-02-24,6,16
16H 52M 0S,2022-02-24,8,16
16H 59M 0S,2022-02-24,8,16
17H 7M 0S,2022-02-24,10,17
17H 16M 0S,2022-02-24,9,17
17H 17M 0S,2022-02-24,30,17
17H 22M 0S,2022-02-24,10,17
17H 23M 0S,2022-02-24,9,17
17H 31M 0S,2022-02-24,16,17
17H 31M 0S,2022-02-24,17,17
17H 38M 0S,2022-02-24,10,17
17H 38M 0S,2022-02-24,30,17
17H 41M 0S,2022-02-24,7,17
17H 49M 0S,2022-02-24,40,17
17H 57M 0S,2022-02-24,6,17
18H 3M 0S,2022-02-24,9,18
18H 6M 0S,2022-02-24,7,18
18H 6M 0S,2022-02-24,10,18
18H 11M 0S,2022-02-24,24,18
18H 15M 0S,2022-02-24,10,18
18H 18M 0S,2022-02-24,13,18
18H 20M 0S,2022-02-24,14,18
18H 21M 0S,2022-02-24,10,18
18H 29M 0S,2022-02-24,5,18
18H 36M 0S,2022-02-24,13,18
18H 49M 0S,2022-02-24,10,18
18H 52M 0S,2022-02-24,11,18
18H 53M 0S,2022-02-24,45,18
19H 17M 0S,2022-02-24,11,19
19H 55M 0S,2022-02-24,10,19
20H 5M 0S,2022-02-24,16,20
20H 20M 0S,2022-02-24,13,20
20H 47M 0S,2022-02-24,16,20
21H 0M 0S,2022-02-24,23,21
21H 13M 0S,2022-02-24,10,21
21H 15M 0S,2022-02-24,25,21
21H 40M 0S,2022-02-24,20,21
21H 48M 0S,2022-02-24,3,21
22H 0M 0S,2022-02-24,30,22
22H 31M 0S,2022-02-24,16,22
22H 31M 0S,2022-02-24,11,22
22H 31M 0S,2022-02-24,174,22
23H 39M 0S,2022-02-24,10,23
23H 41M 0S,2022-02-24,20,23
53M 0S,2022-02-24,30,0
58M 0S,2022-02-24,20,0
1H 30M 0S,2022-02-24,17,1
1H 45M 0S,2022-02-24,30,1
1H 45M 0S,2022-02-24,10,1
1H 47M 0S,2022-02-24,17,1
2H 55M 0S,2022-02-25,4,2
4H 42M 0S,2022-02-25,50,4
4H 43M 0S,2022-02-25,7,4
4H 43M 0S,2022-02-25,15,4
5H 32M 0S,2022-02-25,17,5
5H 40M 0S,2022-02-25,8,5
5H 51M 0S,2022-02-25,16,5
5H 56M 0S,2022-02-25,6,5
5H 57M 0S,2022-02-25,510,5
6H 0M 0S,2022-02-25,20,6
6H 0M 0S,2022-02-25,20,6
6H 1M 0S,2022-02-25,10,6
6H 10M 0S,2022-02-25,9,6
6H 15M 0S,2022-02-25,8,6
6H 15M 0S,2022-02-25,10,6
6H 15M 0S,2022-02-25,11,6
6H 19M 0S,2022-02-25,20,6
6H 20M 0S,2022-02-25,15,6
6H 21M 0S,2022-02-25,18,6
6H 25M 0S,2022-02-25,15,6
6H 25M 0S,2022-02-25,8,6
6H 33M 0S,2022-02-25,7,6
6H 34M 0S,2022-02-25,11,6
6H 38M 0S,2022-02-25,8,6
6H 38M 0S,2022-02-25,6,6
6H 39M 0S,2022-02-25,8,6
6H 40M 0S,2022-02-25,4,6
6H 42M 0S,2022-02-25,4,6
6H 48M 0S,2022-02-25,14,6
6H 51M 0S,2022-02-25,18,6
7H 6M 0S,2022-02-25,11,7
7H 6M 0S,2022-02-25,8,7
7H 35M 0S,2022-02-25,7,7
7H 35M 0S,2022-02-25,14,7
7H 48M 0S,2022-02-25,18,7
7H 51M 0S,2022-02-25,11,7
8H 0M 0S,2022-02-25,30,8
8H 7M 0S,2022-02-25,18,8
8H 16M 0S,2022-02-25,10,8
8H 17M 0S,2022-02-25,10,8
8H 20M 0S,2022-02-25,6,8
8H 26M 0S,2022-02-25,11,8
8H 45M 0S,2022-02-25,5,8
8H 47M 0S,2022-02-25,15,8
8H 57M 0S,2022-02-25,19,8
9H 7M 0S,2022-02-25,8,9
9H 9M 0S,2022-02-25,10,9
9H 11M 0S,2022-02-25,9,9
9H 20M 0S,2022-02-25,8,9
9H 31M 0S,2022-02-25,20,9
9H 46M 0S,2022-02-25,10,9
9H 47M 0S,2022-02-25,10,9
9H 48M 0S,2022-02-25,10,9
9H 54M 0S,2022-02-25,1,9
10H 10M 0S,2022-02-25,20,10
10H 11M 0S,2022-02-25,9,10
10H 13M 0S,2022-02-25,74,10
10H 17M 0S,2022-02-25,10,10
10H 30M 0S,2022-02-25,949,10
10H 33M 0S,2022-02-25,6,10
10H 42M 0S,2022-02-25,20,10
10H 51M 0S,2022-02-25,18,10
10H 54M 0S,2022-02-25,20,10
10H 57M 0S,2022-02-25,6,10
11H 1M 0S,2022-02-25,5,11
11H 3M 0S,2022-02-25,15,11
11H 5M 0S,2022-02-25,34,11
11H 16M 0S,2022-02-25,13,11
11H 17M 0S,2022-02-25,5,11
11H 21M 0S,2022-02-25,10,11
11H 27M 0S,2022-02-25,7,11
11H 33M 0S,2022-02-25,30,11
11H 45M 0S,2022-02-25,25,11
11H 46M 0S,2022-02-25,5,11
12H 4M 0S,2022-02-25,18,12
12H 11M 0S,2022-02-25,10,12
12H 12M 0S,2022-02-25,15,12
12H 36M 0S,2022-02-25,22,12
12H 38M 0S,2022-02-25,15,12
12H 45M 0S,2022-02-25,10,12
12H 50M 0S,2022-02-25,16,12
12H 50M 0S,2022-02-25,16,12
12H 53M 0S,2022-02-25,24,12
13H 0M 0S,2022-02-25,10,13
13H 2M 0S,2022-02-25,9,13
13H 5M 0S,2022-02-25,40,13
13H 14M 0S,2022-02-25,5,13
13H 17M 0S,2022-02-25,45,13
13H 17M 0S,2022-02-25,45,13
13H 27M 0S,2022-02-25,8,13
13H 30M 0S,2022-02-25,25,13
13H 30M 0S,2022-02-25,8,13
13H 33M 0S,2022-02-25,45,13
13H 35M 0S,2022-02-25,20,13
13H 37M 0S,2022-02-25,18,13
13H 39M 0S,2022-02-25,8,13
13H 45M 0S,2022-02-25,9,13
13H 45M 0S,2022-02-25,5,13
14H 0M 0S,2022-02-25,10,14
14H 0M 0S,2022-02-25,7,14
14H 6M 0S,2022-02-25,16,14
14H 11M 0S,2022-02-25,8,14
14H 13M 0S,2022-02-25,6,14
14H 13M 0S,2022-02-25,6,14
14H 14M 0S,2022-02-25,8,14
14H 16M 0S,2022-02-25,8,14
14H 22M 0S,2022-02-25,15,14
14H 24M 0S,2022-02-25,1,14
14H 26M 0S,2022-02-25,17,14
14H 29M 0S,2022-02-25,19,14
14H 37M 0S,2022-02-25,6,14
14H 39M 0S,2022-02-25,10,14
14H 40M 0S,2022-02-25,6,14
14H 40M 0S,2022-02-25,9,14
14H 43M 0S,2022-02-25,19,14
14H 45M 0S,2022-02-25,30,14
14H 46M 0S,2022-02-25,4,14
14H 48M 0S,2022-02-25,20,14
14H 48M 0S,2022-02-25,20,14
14H 50M 0S,2022-02-25,7,14
14H 56M 0S,2022-02-25,15,14
15H 0M 0S,2022-02-25,11,15
15H 2M 0S,2022-02-25,3,15
15H 12M 0S,2022-02-25,19,15
15H 15M 0S,2022-02-25,30,15
15H 16M 0S,2022-02-25,6,15
15H 21M 0S,2022-02-25,11,15
15H 25M 0S,2022-02-25,1,15
15H 27M 0S,2022-02-25,4,15
15H 33M 0S,2022-02-25,11,15
15H 39M 0S,2022-02-25,11,15
15H 41M 0S,2022-02-25,13,15
15H 41M 0S,2022-02-25,6,15
15H 52M 0S,2022-02-25,15,15
15H 55M 0S,2022-02-25,29,15
16H 1M 0S,2022-02-25,12,16
16H 5M 0S,2022-02-25,10,16
16H 5M 0S,2022-02-25,13,16
16H 7M 0S,2022-02-25,5,16
16H 10M 0S,2022-02-25,13,16
16H 11M 0S,2022-02-25,10,16
16H 15M 0S,2022-02-25,13,16
16H 20M 0S,2022-02-25,25,16
16H 21M 0S,2022-02-25,25,16
16H 40M 0S,2022-02-25,10,16
16H 43M 0S,2022-02-25,10,16
16H 46M 0S,2022-02-25,14,16
16H 52M 0S,2022-02-25,6,16
17H 3M 0S,2022-02-25,13,17
17H 26M 0S,2022-02-25,11,17
17H 33M 0S,2022-02-25,30,17
17H 36M 0S,2022-02-25,10,17
17H 40M 0S,2022-02-25,5,17
18H 0M 0S,2022-02-25,7,18
18H 17M 0S,2022-02-25,8,18
18H 23M 0S,2022-02-25,10,18
18H 26M 0S,2022-02-25,15,18
18H 33M 0S,2022-02-25,12,18
18H 44M 0S,2022-02-25,5,18
19H 18M 0S,2022-02-25,1,19
19H 20M 0S,2022-02-25,9,19
19H 46M 0S,2022-02-25,8,19
19H 55M 0S,2022-02-25,20,19
19H 56M 0S,2022-02-25,13,19
19H 56M 0S,2022-02-25,5,19
20H 8M 0S,2022-02-25,8,20
21H 7M 0S,2022-02-25,8,21
21H 11M 0S,2022-02-25,24,21
21H 14M 0S,2022-02-25,15,21
21H 29M 0S,2022-02-25,11,21
21H 31M 0S,2022-02-25,23,21
21H 47M 0S,2022-02-25,14,21
22H 2M 0S,2022-02-25,25,22
22H 3M 0S,2022-02-25,8,22
22H 47M 0S,2022-02-25,60,22
22H 51M 0S,2022-02-25,20,22
22H 53M 0S,2022-02-25,60,22
1H 15M 0S,2022-02-25,15,1
1H 26M 0S,2022-02-25,26,1
1H 39M 0S,2022-02-25,30,1
1H 48M 0S,2022-02-25,13,1
1H 57M 0S,2022-02-25,30,1
3H 21M 0S,2022-02-26,112,3
3H 49M 0S,2022-02-26,2,3
3H 58M 0S,2022-02-26,107,3
4H 1M 0S,2022-02-26,91,4
5H 15M 0S,2022-02-26,13,5
5H 51M 0S,2022-02-26,20,5
6H 2M 0S,2022-02-26,10,6
6H 38M 0S,2022-02-26,30,6
7H 4M 0S,2022-02-26,9,7
7H 23M 0S,2022-02-26,10,7
7H 39M 0S,2022-02-26,14,7
7H 53M 0S,2022-02-26,25,7
7H 57M 0S,2022-02-26,9,7
8H 17M 0S,2022-02-26,12,8
8H 23M 0S,2022-02-26,122,8
8H 29M 0S,2022-02-26,122,8
8H 33M 0S,2022-02-26,23,8
9H 6M 0S,2022-02-26,116,9
9H 18M 0S,2022-02-26,14,9
9H 20M 0S,2022-02-26,13,9
9H 25M 0S,2022-02-26,12,9
9H 36M 0S,2022-02-26,10,9
9H 48M 0S,2022-02-26,17,9
9H 57M 0S,2022-02-26,10,9
9H 57M 0S,2022-02-26,10,9
9H 59M 0S,2022-02-26,12,9
10H 10M 0S,2022-02-26,10,10
10H 10M 0S,2022-02-26,9,10
10H 10M 0S,2022-02-26,30,10
10H 15M 0S,2022-02-26,9,10
10H 45M 0S,2022-02-26,10,10
10H 46M 0S,2022-02-26,9,10
10H 48M 0S,2022-02-26,1,10
10H 53M 0S,2022-02-26,12,10
10H 54M 0S,2022-02-26,18,10
11H 0M 0S,2022-02-26,23,11
11H 23M 0S,2022-02-26,30,11
11H 28M 0S,2022-02-26,26,11
11H 40M 0S,2022-02-26,5,11
11H 44M 0S,2022-02-26,7,11
11H 57M 0S,2022-02-26,24,11
12H 13M 0S,2022-02-26,20,12
12H 31M 0S,2022-02-26,13,12
12H 38M 0S,2022-02-26,13,12
12H 50M 0S,2022-02-26,8,12
13H 11M 0S,2022-02-26,20,13
13H 21M 0S,2022-02-26,20,13
13H 21M 0S,2022-02-26,14,13
13H 34M 0S,2022-02-26,18,13
13H 37M 0S,2022-02-26,8,13
14H 5M 0S,2022-02-26,5,14
14H 8M 0S,2022-02-26,24,14
14H 16M 0S,2022-02-26,30,14
14H 18M 0S,2022-02-26,10,14
14H 22M 0S,2022-02-26,24,14
14H 23M 0S,2022-02-26,10,14
14H 24M 0S,2022-02-26,8,14
14H 26M 0S,2022-02-26,7,14
14H 27M 0S,2022-02-26,1,14
14H 41M 0S,2022-02-26,7,14
14H 41M 0S,2022-02-26,10,14
14H 48M 0S,2022-02-26,14,14
14H 54M 0S,2022-02-26,10,14
14H 56M 0S,2022-02-26,3,14
15H 17M 0S,2022-02-26,7,15
15H 28M 0S,2022-02-26,14,15
15H 53M 0S,2022-02-26,29,15
16H 0M 0S,2022-02-26,15,16
16H 2M 0S,2022-02-26,9,16
16H 21M 0S,2022-02-26,22,16
16H 22M 0S,2022-02-26,24,16
16H 28M 0S,2022-02-26,30,16
16H 35M 0S,2022-02-26,15,16
16H 38M 0S,2022-02-26,13,16
16H 44M 0S,2022-02-26,23,16
16H 50M 0S,2022-02-26,20,16
16H 55M 0S,2022-02-26,8,16
17H 5M 0S,2022-02-26,7,17
17H 11M 0S,2022-02-26,9,17
17H 23M 0S,2022-02-26,8,17
17H 30M 0S,2022-02-26,20,17
17H 36M 0S,2022-02-26,18,17
17H 47M 0S,2022-02-26,9,17
17H 52M 0S,2022-02-26,20,17
17H 53M 0S,2022-02-26,15,17
17H 57M 0S,2022-02-26,9,17
18H 0M 0S,2022-02-26,8,18
18H 17M 0S,2022-02-26,3,18
18H 32M 0S,2022-02-26,10,18
18H 35M 0S,2022-02-26,6,18
18H 38M 0S,2022-02-26,56,18
18H 42M 0S,2022-02-26,24,18
18H 55M 0S,2022-02-26,8,18
19H 9M 0S,2022-02-26,10,19
19H 15M 0S,2022-02-26,9,19
19H 21M 0S,2022-02-26,359,19
20H 16M 0S,2022-02-26,5,20
20H 22M 0S,2022-02-26,9,20
20H 35M 0S,2022-02-26,16,20
20H 36M 0S,2022-02-26,30,20
20H 48M 0S,2022-02-26,9,20
21H 9M 0S,2022-02-26,19,21
21H 32M 0S,2022-02-26,13,21
22H 23M 0S,2022-02-26,36,22
22H 33M 0S,2022-02-26,8,22
23H 3M 0S,2022-02-26,10,23
23H 25M 0S,2022-02-26,30,23
47M 0S,2022-02-26,31,0
53M 0S,2022-02-26,20,0
1H 13M 0S,2022-02-26,10,1
1H 17M 0S,2022-02-26,10,1
1H 40M 0S,2022-02-26,19,1
2H 46M 0S,2022-02-27,20,2
2H 46M 0S,2022-02-27,30,2
2H 56M 0S,2022-02-27,30,2
3H 38M 0S,2022-02-27,15,3
4H 6M 0S,2022-02-27,500,4
4H 8M 0S,2022-02-27,133,4
4H 47M 0S,2022-02-27,30,4
4H 50M 0S,2022-02-27,13,4
7H 14M 0S,2022-02-27,3,7
7H 35M 0S,2022-02-27,12,7
7H 58M 0S,2022-02-27,3,7
8H 12M 0S,2022-02-27,9,8
8H 50M 0S,2022-02-27,10,8
8H 52M 0S,2022-02-27,9,8
9H 5M 0S,2022-02-27,15,9
9H 17M 0S,2022-02-27,30,9
9H 26M 0S,2022-02-27,20,9
9H 27M 0S,2022-02-27,10,9
9H 28M 0S,2022-02-27,6,9
9H 33M 0S,2022-02-27,20,9
9H 48M 0S,2022-02-27,15,9
10H 25M 0S,2022-02-27,10,10
10H 49M 0S,2022-02-27,19,10
10H 50M 0S,2022-02-27,12,10
11H 12M 0S,2022-02-27,10,11
11H 39M 0S,2022-02-27,20,11
11H 43M 0S,2022-02-27,20,11
11H 52M 0S,2022-02-27,20,11
12H 3M 0S,2022-02-27,1,12
12H 9M 0S,2022-02-27,19,12
12H 16M 0S,2022-02-27,18,12
12H 36M 0S,2022-02-27,16,12
12H 51M 0S,2022-02-27,4,12
13H 17M 0S,2022-02-27,45,13
13H 18M 0S,2022-02-27,80,13
13H 19M 0S,2022-02-27,90,13
13H 23M 0S,2022-02-27,12,13
13H 29M 0S,2022-02-27,4,13
13H 29M 0S,2022-02-27,8,13
13H 31M 0S,2022-02-27,10,13
13H 41M 0S,2022-02-27,10,13
13H 59M 0S,2022-02-27,15,13
13H 59M 0S,2022-02-27,10,13
14H 5M 0S,2022-02-27,15,14
14H 8M 0S,2022-02-27,10,14
14H 8M 0S,2022-02-27,18,14
14H 12M 0S,2022-02-27,18,14
14H 13M 0S,2022-02-27,8,14
14H 18M 0S,2022-02-27,16,14
14H 35M 0S,2022-02-27,15,14
14H 45M 0S,2022-02-27,88,14
14H 46M 0S,2022-02-27,4,14
14H 54M 0S,2022-02-27,10,14
15H 50M 0S,2022-02-27,11,15
16H 13M 0S,2022-02-27,15,16
16H 28M 0S,2022-02-27,24,16
16H 41M 0S,2022-02-27,11,16
16H 45M 0S,2022-02-27,8,16
16H 55M 0S,2022-02-27,8,16
17H 17M 0S,2022-02-27,24,17
17H 28M 0S,2022-02-27,25,17
17H 31M 0S,2022-02-27,5,17
17H 32M 0S,2022-02-27,11,17
17H 39M 0S,2022-02-27,4,17
17H 56M 0S,2022-02-27,10,17
18H 1M 0S,2022-02-27,10,18
18H 10M 0S,2022-02-27,6,18
18H 16M 0S,2022-02-27,30,18
18H 19M 0S,2022-02-27,20,18
18H 27M 0S,2022-02-27,8,18
19H 1M 0S,2022-02-27,10,19
19H 11M 0S,2022-02-27,9,19
19H 15M 0S,2022-02-27,16,19
19H 43M 0S,2022-02-27,29,19
19H 43M 0S,2022-02-27,105,19
19H 46M 0S,2022-02-27,10,19
19H 46M 0S,2022-02-27,17,19
20H 5M 0S,2022-02-27,9,20
20H 16M 0S,2022-02-27,30,20
20H 20M 0S,2022-02-27,10,20
20H 26M 0S,2022-02-27,10,20
20H 56M 0S,2022-02-27,20,20
20H 59M 0S,2022-02-27,22,20
21H 46M 0S,2022-02-27,20,21
23H 18M 0S,2022-02-27,11,23
2M 0S,2022-02-27,10,0
30M 0S,2022-02-27,10,0
31M 0S,2022-02-27,20,0
2H 56M 0S,2022-02-28,30,2
3H 6M 0S,2022-02-28,30,3
4H 55M 0S,2022-02-28,20,4
5H 0M 0S,2022-02-28,30,5
5H 33M 0S,2022-02-28,18,5
5H 41M 0S,2022-02-28,10,5
5H 42M 0S,2022-02-28,9,5
5H 47M 0S,2022-02-28,23,5
5H 53M 0S,2022-02-28,10,5
5H 55M 0S,2022-02-28,7,5
6H 1M 0S,2022-02-28,12,6
6H 4M 0S,2022-02-28,23,6
6H 4M 0S,2022-02-28,20,6
6H 5M 0S,2022-02-28,16,6
6H 6M 0S,2022-02-28,10,6
6H 20M 0S,2022-02-28,18,6
6H 22M 0S,2022-02-28,18,6
6H 32M 0S,2022-02-28,14,6
6H 34M 0S,2022-02-28,11,6
6H 35M 0S,2022-02-28,8,6
6H 41M 0S,2022-02-28,30,6
6H 55M 0S,2022-02-28,9,6
7H 1M 0S,2022-02-28,8,7
7H 2M 0S,2022-02-28,16,7
7H 12M 0S,2022-02-28,10,7
7H 52M 0S,2022-02-28,11,7
8H 6M 0S,2022-02-28,9,8
8H 7M 0S,2022-02-28,11,8
8H 9M 0S,2022-02-28,15,8
8H 12M 0S,2022-02-28,26,8
8H 21M 0S,2022-02-28,15,8
8H 35M 0S,2022-02-28,20,8
8H 41M 0S,2022-02-28,16,8
8H 57M 0S,2022-02-28,10,8
8H 57M 0S,2022-02-28,10,8
9H 8M 0S,2022-02-28,6,9
9H 9M 0S,2022-02-28,15,9
9H 10M 0S,2022-02-28,9,9
9H 36M 0S,2022-02-28,12,9
9H 37M 0S,2022-02-28,30,9
10H 16M 0S,2022-02-28,7,10
10H 18M 0S,2022-02-28,19,10
10H 28M 0S,2022-02-28,15,10
10H 52M 0S,2022-02-28,15,10
10H 52M 0S,2022-02-28,8,10
10H 59M 0S,2022-02-28,21,10
11H 12M 0S,2022-02-28,11,11
11H 20M 0S,2022-02-28,237,11
11H 21M 0S,2022-02-28,237,11
11H 27M 0S,2022-02-28,360,11
11H 37M 0S,2022-02-28,11,11
12H 1M 0S,2022-02-28,7,12
12H 12M 0S,2022-02-28,24,12
12H 12M 0S,2022-02-28,24,12
12H 23M 0S,2022-02-28,24,12
12H 32M 0S,2022-02-28,25,12
12H 34M 0S,2022-02-28,21,12
12H 46M 0S,2022-02-28,6,12
12H 51M 0S,2022-02-28,26,12
12H 55M 0S,2022-02-28,5,12
13H 2M 0S,2022-02-28,18,13
13H 11M 0S,2022-02-28,10,13
13H 16M 0S,2022-02-28,22,13
13H 17M 0S,2022-02-28,12,13
13H 19M 0S,2022-02-28,16,13
13H 31M 0S,2022-02-28,9,13
13H 41M 0S,2022-02-28,25,13
13H 46M 0S,2022-02-28,18,13
13H 50M 0S,2022-02-28,40,13
14H 2M 0S,2022-02-28,6,14
14H 9M 0S,2022-02-28,11,14
14H 10M 0S,2022-02-28,11,14
14H 22M 0S,2022-02-28,5,14
14H 25M 0S,2022-02-28,21,14
14H 26M 0S,2022-02-28,17,14
14H 34M 0S,2022-02-28,13,14
14H 39M 0S,2022-02-28,7,14
14H 41M 0S,2022-02-28,7,14
14H 46M 0S,2022-02-28,23,14
14H 46M 0S,2022-02-28,11,14
14H 49M 0S,2022-02-28,21,14
14H 50M 0S,2022-02-28,5,14
14H 50M 0S,2022-02-28,10,14
14H 55M 0S,2022-02-28,20,14
15H 0M 0S,2022-02-28,4,15
15H 8M 0S,2022-02-28,20,15
15H 12M 0S,2022-02-28,19,15
15H 14M 0S,2022-02-28,13,15
15H 17M 0S,2022-02-28,30,15
15H 20M 0S,2022-02-28,17,15
15H 28M 0S,2022-02-28,13,15
15H 31M 0S,2022-02-28,13,15
15H 34M 0S,2022-02-28,20,15
15H 46M 0S,2022-02-28,7,15
15H 46M 0S,2022-02-28,15,15
15H 57M 0S,2022-02-28,6,15
15H 59M 0S,2022-02-28,22,15
15H 59M 0S,2022-02-28,16,15
16H 6M 0S,2022-02-28,9,16
16H 24M 0S,2022-02-28,15,16
16H 28M 0S,2022-02-28,9,16
16H 30M 0S,2022-02-28,9,16
16H 34M 0S,2022-02-28,30,16
16H 47M 0S,2022-02-28,10,16
17H 5M 0S,2022-02-28,12,17
17H 9M 0S,2022-02-28,16,17
17H 9M 0S,2022-02-28,8,17
17H 41M 0S,2022-02-28,12,17
17H 44M 0S,2022-02-28,12,17
17H 48M 0S,2022-02-28,10,17
17H 53M 0S,2022-02-28,18,17
17H 53M 0S,2022-02-28,13,17
17H 56M 0S,2022-02-28,24,17
17H 58M 0S,2022-02-28,200,17
18H 18M 0S,2022-02-28,260,18
18H 27M 0S,2022-02-28,6,18
18H 37M 0S,2022-02-28,24,18
19H 0M 0S,2022-02-28,13,19
19H 1M 0S,2022-02-28,11,19
19H 21M 0S,2022-02-28,21,19
19H 22M 0S,2022-02-28,20,19
19H 23M 0S,2022-02-28,7,19
19H 47M 0S,2022-02-28,18,19
20H 25M 0S,2022-02-28,6,20
20H 32M 0S,2022-02-28,5,20
20H 58M 0S,2022-02-28,13,20
21H 1M 0S,2022-02-28,9,21
22H 10M 0S,2022-02-28,20,22
22H 13M 0S,2022-02-28,24,22
22H 26M 0S,2022-02-28,24,22
